Distance -10    -8     -6     -4     -2     0      2      4      6
1.0      -50.00 -49.00 -46.00 -43.00 -41.00 -40.00 -38.00 -36.00 -32.00
2.0      -53.00 -52.00 -50.00 -48.00 -47.00 -44.00 -42.00 -40.00 -38.00
3.0      -58.00 -56.00 -53.00 -51.00 -50.00 -47.00 -46.00 -44.00 -42.00
4.0      -57.00 -55.00 -54.00 -53.00 -49.00 -46.00 -44.00 -41.00 -38.00
5.0      -56.00 -55.00 -52.00 -51.00 -48.00 -48.00 -44.00 -42.00 -40.00
6.0      -60.00 -59.00 -58.00 -56.00 -54.00 -52.00 -49.00 -50.00 -44.00
