time	V(g)
Step Information: Thresholdvoltage=1.962  (Step: 163/401)
0.000000000000000e+00	1.976142e+00
9.990485759703450e-01	1.976142e+00
1.000000000000000e+00	1.976142e+00
Step Information: Thresholdvoltage=1.963  (Step: 164/401)
0.000000000000000e+00	1.977142e+00
9.990485759703450e-01	1.977142e+00
1.000000000000000e+00	1.977142e+00
Step Information: Thresholdvoltage=1.964  (Step: 165/401)
0.000000000000000e+00	1.978142e+00
9.990485759703450e-01	1.978142e+00
1.000000000000000e+00	1.978142e+00
Step Information: Thresholdvoltage=1.965  (Step: 166/401)
0.000000000000000e+00	1.979142e+00
9.990485759703450e-01	1.979142e+00
1.000000000000000e+00	1.979142e+00
Step Information: Thresholdvoltage=1.966  (Step: 167/401)
0.000000000000000e+00	1.980142e+00
9.990485759703450e-01	1.980142e+00
1.000000000000000e+00	1.980142e+00
Step Information: Thresholdvoltage=1.967  (Step: 168/401)
0.000000000000000e+00	1.981142e+00
9.990485759703450e-01	1.981142e+00
1.000000000000000e+00	1.981142e+00
Step Information: Thresholdvoltage=1.968  (Step: 169/401)
0.000000000000000e+00	1.982142e+00
9.990485759703450e-01	1.982142e+00
1.000000000000000e+00	1.982142e+00
Step Information: Thresholdvoltage=1.969  (Step: 170/401)
0.000000000000000e+00	1.983142e+00
9.990485759703450e-01	1.983142e+00
1.000000000000000e+00	1.983142e+00
Step Information: Thresholdvoltage=1.97  (Step: 171/401)
0.000000000000000e+00	1.984142e+00
9.990485759703450e-01	1.984142e+00
1.000000000000000e+00	1.984142e+00
Step Information: Thresholdvoltage=1.971  (Step: 172/401)
0.000000000000000e+00	1.985142e+00
9.990485759703450e-01	1.985142e+00
1.000000000000000e+00	1.985142e+00
Step Information: Thresholdvoltage=1.972  (Step: 173/401)
0.000000000000000e+00	1.986142e+00
9.990485759703450e-01	1.986142e+00
1.000000000000000e+00	1.986142e+00
Step Information: Thresholdvoltage=1.973  (Step: 174/401)
0.000000000000000e+00	1.987142e+00
9.990485759703450e-01	1.987142e+00
1.000000000000000e+00	1.987142e+00
Step Information: Thresholdvoltage=1.974  (Step: 175/401)
0.000000000000000e+00	1.988142e+00
9.990485759703450e-01	1.988142e+00
1.000000000000000e+00	1.988142e+00
Step Information: Thresholdvoltage=1.975  (Step: 176/401)
0.000000000000000e+00	1.989142e+00
9.990485759703450e-01	1.989142e+00
1.000000000000000e+00	1.989142e+00
Step Information: Thresholdvoltage=1.976  (Step: 177/401)
0.000000000000000e+00	1.990142e+00
9.990485759703450e-01	1.990142e+00
1.000000000000000e+00	1.990142e+00
Step Information: Thresholdvoltage=1.977  (Step: 178/401)
0.000000000000000e+00	1.991142e+00
9.990485759703450e-01	1.991142e+00
1.000000000000000e+00	1.991142e+00
Step Information: Thresholdvoltage=1.978  (Step: 179/401)
0.000000000000000e+00	1.992142e+00
9.990485759703450e-01	1.992142e+00
1.000000000000000e+00	1.992142e+00
Step Information: Thresholdvoltage=1.979  (Step: 180/401)
0.000000000000000e+00	1.993142e+00
9.990485759703450e-01	1.993142e+00
1.000000000000000e+00	1.993142e+00
Step Information: Thresholdvoltage=1.98  (Step: 181/401)
0.000000000000000e+00	1.994142e+00
9.990485759703450e-01	1.994142e+00
1.000000000000000e+00	1.994142e+00
Step Information: Thresholdvoltage=1.981  (Step: 182/401)
0.000000000000000e+00	1.995142e+00
9.990485759703450e-01	1.995142e+00
1.000000000000000e+00	1.995142e+00
Step Information: Thresholdvoltage=1.982  (Step: 183/401)
0.000000000000000e+00	1.996142e+00
9.990485759703450e-01	1.996142e+00
1.000000000000000e+00	1.996142e+00
Step Information: Thresholdvoltage=1.983  (Step: 184/401)
0.000000000000000e+00	1.997142e+00
9.990485759703450e-01	1.997142e+00
1.000000000000000e+00	1.997142e+00
Step Information: Thresholdvoltage=1.984  (Step: 185/401)
0.000000000000000e+00	1.998142e+00
9.990485759703450e-01	1.998142e+00
1.000000000000000e+00	1.998142e+00
Step Information: Thresholdvoltage=1.985  (Step: 186/401)
0.000000000000000e+00	1.999142e+00
9.990485759703450e-01	1.999142e+00
1.000000000000000e+00	1.999142e+00
Step Information: Thresholdvoltage=1.986  (Step: 187/401)
0.000000000000000e+00	2.000142e+00
9.990485759703450e-01	2.000142e+00
1.000000000000000e+00	2.000142e+00
Step Information: Thresholdvoltage=1.987  (Step: 188/401)
0.000000000000000e+00	2.001142e+00
9.990485759703450e-01	2.001142e+00
1.000000000000000e+00	2.001142e+00
Step Information: Thresholdvoltage=1.988  (Step: 189/401)
0.000000000000000e+00	2.002142e+00
9.990485759703450e-01	2.002142e+00
1.000000000000000e+00	2.002142e+00
Step Information: Thresholdvoltage=1.989  (Step: 190/401)
0.000000000000000e+00	2.003142e+00
9.990485759703450e-01	2.003142e+00
1.000000000000000e+00	2.003142e+00
Step Information: Thresholdvoltage=1.99  (Step: 191/401)
0.000000000000000e+00	2.004142e+00
9.990485759703450e-01	2.004142e+00
1.000000000000000e+00	2.004142e+00
Step Information: Thresholdvoltage=1.991  (Step: 192/401)
0.000000000000000e+00	2.005142e+00
9.990485759703450e-01	2.005142e+00
1.000000000000000e+00	2.005142e+00
Step Information: Thresholdvoltage=1.992  (Step: 193/401)
0.000000000000000e+00	2.006142e+00
9.990485759703450e-01	2.006142e+00
1.000000000000000e+00	2.006142e+00
Step Information: Thresholdvoltage=1.993  (Step: 194/401)
0.000000000000000e+00	2.007142e+00
9.990485759703450e-01	2.007142e+00
1.000000000000000e+00	2.007142e+00
Step Information: Thresholdvoltage=1.994  (Step: 195/401)
0.000000000000000e+00	2.008142e+00
9.990485759703450e-01	2.008142e+00
1.000000000000000e+00	2.008142e+00
Step Information: Thresholdvoltage=1.995  (Step: 196/401)
0.000000000000000e+00	2.009142e+00
9.990485759703450e-01	2.009142e+00
1.000000000000000e+00	2.009142e+00
Step Information: Thresholdvoltage=1.996  (Step: 197/401)
0.000000000000000e+00	2.010142e+00
9.990485759703450e-01	2.010142e+00
1.000000000000000e+00	2.010142e+00
Step Information: Thresholdvoltage=1.997  (Step: 198/401)
0.000000000000000e+00	2.011142e+00
9.990485759703450e-01	2.011142e+00
1.000000000000000e+00	2.011142e+00
Step Information: Thresholdvoltage=1.998  (Step: 199/401)
0.000000000000000e+00	2.012142e+00
9.990485759703450e-01	2.012142e+00
1.000000000000000e+00	2.012142e+00
Step Information: Thresholdvoltage=1.999  (Step: 200/401)
0.000000000000000e+00	2.013142e+00
9.990485759703450e-01	2.013142e+00
1.000000000000000e+00	2.013142e+00
Step Information: Thresholdvoltage=2  (Step: 201/401)
0.000000000000000e+00	2.014142e+00
9.990485759703450e-01	2.014142e+00
1.000000000000000e+00	2.014142e+00
Step Information: Thresholdvoltage=2.001  (Step: 202/401)
0.000000000000000e+00	2.015142e+00
9.990485759703450e-01	2.015142e+00
1.000000000000000e+00	2.015142e+00
Step Information: Thresholdvoltage=2.002  (Step: 203/401)
0.000000000000000e+00	2.016142e+00
9.990485759703450e-01	2.016142e+00
1.000000000000000e+00	2.016142e+00
Step Information: Thresholdvoltage=2.003  (Step: 204/401)
0.000000000000000e+00	2.017142e+00
9.990485759703450e-01	2.017142e+00
1.000000000000000e+00	2.017142e+00
Step Information: Thresholdvoltage=2.004  (Step: 205/401)
0.000000000000000e+00	2.018142e+00
9.990485759703450e-01	2.018142e+00
1.000000000000000e+00	2.018142e+00
Step Information: Thresholdvoltage=2.005  (Step: 206/401)
0.000000000000000e+00	2.019142e+00
9.990485759703450e-01	2.019142e+00
1.000000000000000e+00	2.019142e+00
Step Information: Thresholdvoltage=2.006  (Step: 207/401)
0.000000000000000e+00	2.020142e+00
9.990485759703450e-01	2.020142e+00
1.000000000000000e+00	2.020142e+00
Step Information: Thresholdvoltage=2.007  (Step: 208/401)
0.000000000000000e+00	2.021142e+00
9.990485759703450e-01	2.021142e+00
1.000000000000000e+00	2.021142e+00
Step Information: Thresholdvoltage=2.008  (Step: 209/401)
0.000000000000000e+00	2.022142e+00
9.990485759703450e-01	2.022142e+00
1.000000000000000e+00	2.022142e+00
Step Information: Thresholdvoltage=2.009  (Step: 210/401)
0.000000000000000e+00	2.023142e+00
9.990485759703450e-01	2.023142e+00
1.000000000000000e+00	2.023142e+00
Step Information: Thresholdvoltage=2.01  (Step: 211/401)
0.000000000000000e+00	2.024142e+00
9.990485759703450e-01	2.024142e+00
1.000000000000000e+00	2.024142e+00
Step Information: Thresholdvoltage=2.011  (Step: 212/401)
0.000000000000000e+00	2.025142e+00
9.990485759703450e-01	2.025142e+00
1.000000000000000e+00	2.025142e+00
Step Information: Thresholdvoltage=2.012  (Step: 213/401)
0.000000000000000e+00	2.026142e+00
9.990485759703450e-01	2.026142e+00
1.000000000000000e+00	2.026142e+00
Step Information: Thresholdvoltage=2.013  (Step: 214/401)
0.000000000000000e+00	2.027142e+00
9.990485759703450e-01	2.027142e+00
1.000000000000000e+00	2.027142e+00
Step Information: Thresholdvoltage=2.014  (Step: 215/401)
0.000000000000000e+00	2.028142e+00
9.990485759703450e-01	2.028142e+00
1.000000000000000e+00	2.028142e+00
Step Information: Thresholdvoltage=2.015  (Step: 216/401)
0.000000000000000e+00	2.029142e+00
9.990485759703450e-01	2.029142e+00
1.000000000000000e+00	2.029142e+00
Step Information: Thresholdvoltage=2.016  (Step: 217/401)
0.000000000000000e+00	2.030142e+00
9.990485759703450e-01	2.030142e+00
1.000000000000000e+00	2.030142e+00
Step Information: Thresholdvoltage=2.017  (Step: 218/401)
0.000000000000000e+00	2.031142e+00
9.990485759703450e-01	2.031142e+00
1.000000000000000e+00	2.031142e+00
Step Information: Thresholdvoltage=2.018  (Step: 219/401)
0.000000000000000e+00	2.032142e+00
9.990485759703450e-01	2.032142e+00
1.000000000000000e+00	2.032142e+00
Step Information: Thresholdvoltage=2.019  (Step: 220/401)
0.000000000000000e+00	2.033142e+00
9.990485759703450e-01	2.033142e+00
1.000000000000000e+00	2.033142e+00
Step Information: Thresholdvoltage=2.02  (Step: 221/401)
0.000000000000000e+00	2.034142e+00
9.990485759703450e-01	2.034142e+00
1.000000000000000e+00	2.034142e+00
Step Information: Thresholdvoltage=2.021  (Step: 222/401)
0.000000000000000e+00	2.035142e+00
9.990485759703450e-01	2.035142e+00
1.000000000000000e+00	2.035142e+00
Step Information: Thresholdvoltage=2.022  (Step: 223/401)
0.000000000000000e+00	2.036142e+00
9.990485759703450e-01	2.036142e+00
1.000000000000000e+00	2.036142e+00
Step Information: Thresholdvoltage=2.023  (Step: 224/401)
0.000000000000000e+00	2.037142e+00
9.990485759703450e-01	2.037142e+00
1.000000000000000e+00	2.037142e+00
Step Information: Thresholdvoltage=2.024  (Step: 225/401)
0.000000000000000e+00	2.038142e+00
9.990485759703450e-01	2.038142e+00
1.000000000000000e+00	2.038142e+00
Step Information: Thresholdvoltage=2.025  (Step: 226/401)
0.000000000000000e+00	2.039142e+00
9.990485759703450e-01	2.039142e+00
1.000000000000000e+00	2.039142e+00
Step Information: Thresholdvoltage=2.026  (Step: 227/401)
0.000000000000000e+00	2.040142e+00
9.990485759703450e-01	2.040142e+00
1.000000000000000e+00	2.040142e+00
Step Information: Thresholdvoltage=2.027  (Step: 228/401)
0.000000000000000e+00	2.041142e+00
9.990485759703450e-01	2.041142e+00
1.000000000000000e+00	2.041142e+00
Step Information: Thresholdvoltage=2.028  (Step: 229/401)
0.000000000000000e+00	2.042142e+00
9.990485759703450e-01	2.042142e+00
1.000000000000000e+00	2.042142e+00
Step Information: Thresholdvoltage=2.029  (Step: 230/401)
0.000000000000000e+00	2.043142e+00
9.990485759703450e-01	2.043142e+00
1.000000000000000e+00	2.043142e+00
Step Information: Thresholdvoltage=2.03  (Step: 231/401)
0.000000000000000e+00	2.044142e+00
9.990485759703450e-01	2.044142e+00
1.000000000000000e+00	2.044142e+00
Step Information: Thresholdvoltage=2.031  (Step: 232/401)
0.000000000000000e+00	2.045142e+00
9.990485759703450e-01	2.045142e+00
1.000000000000000e+00	2.045142e+00
Step Information: Thresholdvoltage=2.032  (Step: 233/401)
0.000000000000000e+00	2.046142e+00
9.990485759703450e-01	2.046142e+00
1.000000000000000e+00	2.046142e+00
Step Information: Thresholdvoltage=2.033  (Step: 234/401)
0.000000000000000e+00	2.047142e+00
9.990485759703450e-01	2.047142e+00
1.000000000000000e+00	2.047142e+00
Step Information: Thresholdvoltage=2.034  (Step: 235/401)
0.000000000000000e+00	2.048142e+00
9.990485759703450e-01	2.048142e+00
1.000000000000000e+00	2.048142e+00
Step Information: Thresholdvoltage=2.035  (Step: 236/401)
0.000000000000000e+00	2.049142e+00
9.990485759703450e-01	2.049142e+00
1.000000000000000e+00	2.049142e+00
Step Information: Thresholdvoltage=2.036  (Step: 237/401)
0.000000000000000e+00	2.050142e+00
9.990485759703450e-01	2.050142e+00
1.000000000000000e+00	2.050142e+00
Step Information: Thresholdvoltage=2.037  (Step: 238/401)
0.000000000000000e+00	2.051142e+00
9.990485759703450e-01	2.051142e+00
1.000000000000000e+00	2.051142e+00
Step Information: Thresholdvoltage=2.038  (Step: 239/401)
0.000000000000000e+00	2.052142e+00
9.990485759703450e-01	2.052142e+00
1.000000000000000e+00	2.052142e+00
Step Information: Thresholdvoltage=2.039  (Step: 240/401)
0.000000000000000e+00	2.053142e+00
9.990485759703450e-01	2.053142e+00
1.000000000000000e+00	2.053142e+00
Step Information: Thresholdvoltage=2.04  (Step: 241/401)
0.000000000000000e+00	2.054142e+00
9.990485759703450e-01	2.054142e+00
1.000000000000000e+00	2.054142e+00
Step Information: Thresholdvoltage=2.041  (Step: 242/401)
0.000000000000000e+00	2.055142e+00
9.990485759703450e-01	2.055142e+00
1.000000000000000e+00	2.055142e+00
Step Information: Thresholdvoltage=2.042  (Step: 243/401)
0.000000000000000e+00	2.056142e+00
9.990485759703450e-01	2.056142e+00
1.000000000000000e+00	2.056142e+00
Step Information: Thresholdvoltage=2.043  (Step: 244/401)
0.000000000000000e+00	2.057142e+00
9.990485759703450e-01	2.057142e+00
1.000000000000000e+00	2.057142e+00
Step Information: Thresholdvoltage=2.044  (Step: 245/401)
0.000000000000000e+00	2.058142e+00
9.990485759703450e-01	2.058142e+00
1.000000000000000e+00	2.058142e+00
Step Information: Thresholdvoltage=2.045  (Step: 246/401)
0.000000000000000e+00	2.059142e+00
9.990485759703450e-01	2.059142e+00
1.000000000000000e+00	2.059142e+00
Step Information: Thresholdvoltage=2.046  (Step: 247/401)
0.000000000000000e+00	2.060142e+00
9.990485759703450e-01	2.060142e+00
1.000000000000000e+00	2.060142e+00
Step Information: Thresholdvoltage=2.047  (Step: 248/401)
0.000000000000000e+00	2.061142e+00
9.990485759703450e-01	2.061142e+00
1.000000000000000e+00	2.061142e+00
Step Information: Thresholdvoltage=2.048  (Step: 249/401)
0.000000000000000e+00	2.062142e+00
9.990485759703450e-01	2.062142e+00
1.000000000000000e+00	2.062142e+00
Step Information: Thresholdvoltage=2.049  (Step: 250/401)
0.000000000000000e+00	2.063142e+00
9.990485759703450e-01	2.063142e+00
1.000000000000000e+00	2.063142e+00
Step Information: Thresholdvoltage=2.05  (Step: 251/401)
0.000000000000000e+00	2.064142e+00
9.990485759703450e-01	2.064142e+00
1.000000000000000e+00	2.064142e+00
Step Information: Thresholdvoltage=2.051  (Step: 252/401)
0.000000000000000e+00	2.065142e+00
9.990485759703450e-01	2.065142e+00
1.000000000000000e+00	2.065142e+00
Step Information: Thresholdvoltage=2.052  (Step: 253/401)
0.000000000000000e+00	2.066142e+00
9.990485759703450e-01	2.066142e+00
1.000000000000000e+00	2.066142e+00
Step Information: Thresholdvoltage=2.053  (Step: 254/401)
0.000000000000000e+00	2.067142e+00
9.990485759703450e-01	2.067142e+00
1.000000000000000e+00	2.067142e+00
Step Information: Thresholdvoltage=2.054  (Step: 255/401)
0.000000000000000e+00	2.068142e+00
9.990485759703450e-01	2.068142e+00
1.000000000000000e+00	2.068142e+00
Step Information: Thresholdvoltage=2.055  (Step: 256/401)
0.000000000000000e+00	2.069142e+00
9.990485759703450e-01	2.069142e+00
1.000000000000000e+00	2.069142e+00
Step Information: Thresholdvoltage=2.056  (Step: 257/401)
0.000000000000000e+00	2.070142e+00
9.990485759703450e-01	2.070142e+00
1.000000000000000e+00	2.070142e+00
Step Information: Thresholdvoltage=2.057  (Step: 258/401)
0.000000000000000e+00	2.071142e+00
9.990485759703450e-01	2.071142e+00
1.000000000000000e+00	2.071142e+00
Step Information: Thresholdvoltage=2.058  (Step: 259/401)
0.000000000000000e+00	2.072142e+00
9.990485759703450e-01	2.072142e+00
1.000000000000000e+00	2.072142e+00
Step Information: Thresholdvoltage=2.059  (Step: 260/401)
0.000000000000000e+00	2.073142e+00
9.990485759703450e-01	2.073142e+00
1.000000000000000e+00	2.073142e+00
Step Information: Thresholdvoltage=2.06  (Step: 261/401)
0.000000000000000e+00	2.074142e+00
9.990485759703450e-01	2.074142e+00
1.000000000000000e+00	2.074142e+00
Step Information: Thresholdvoltage=2.061  (Step: 262/401)
0.000000000000000e+00	2.075142e+00
9.990485759703450e-01	2.075142e+00
1.000000000000000e+00	2.075142e+00
Step Information: Thresholdvoltage=2.062  (Step: 263/401)
0.000000000000000e+00	2.076142e+00
9.990485759703450e-01	2.076142e+00
1.000000000000000e+00	2.076142e+00
Step Information: Thresholdvoltage=2.063  (Step: 264/401)
0.000000000000000e+00	2.077142e+00
9.990485759703450e-01	2.077142e+00
1.000000000000000e+00	2.077142e+00
Step Information: Thresholdvoltage=2.064  (Step: 265/401)
0.000000000000000e+00	2.078142e+00
9.990485759703450e-01	2.078142e+00
1.000000000000000e+00	2.078142e+00
Step Information: Thresholdvoltage=2.065  (Step: 266/401)
0.000000000000000e+00	2.079142e+00
9.990485759703450e-01	2.079142e+00
1.000000000000000e+00	2.079142e+00
Step Information: Thresholdvoltage=2.066  (Step: 267/401)
0.000000000000000e+00	2.080142e+00
9.990485759703450e-01	2.080142e+00
1.000000000000000e+00	2.080142e+00
Step Information: Thresholdvoltage=2.067  (Step: 268/401)
0.000000000000000e+00	2.081142e+00
9.990485759703450e-01	2.081142e+00
1.000000000000000e+00	2.081142e+00
Step Information: Thresholdvoltage=2.068  (Step: 269/401)
0.000000000000000e+00	2.082142e+00
9.990485759703450e-01	2.082142e+00
1.000000000000000e+00	2.082142e+00
Step Information: Thresholdvoltage=2.069  (Step: 270/401)
0.000000000000000e+00	2.083142e+00
9.990485759703450e-01	2.083142e+00
1.000000000000000e+00	2.083142e+00
Step Information: Thresholdvoltage=2.07  (Step: 271/401)
0.000000000000000e+00	2.084142e+00
9.990485759703450e-01	2.084142e+00
1.000000000000000e+00	2.084142e+00
Step Information: Thresholdvoltage=2.071  (Step: 272/401)
0.000000000000000e+00	2.085142e+00
9.990485759703450e-01	2.085142e+00
1.000000000000000e+00	2.085142e+00
Step Information: Thresholdvoltage=2.072  (Step: 273/401)
0.000000000000000e+00	2.086142e+00
9.990485759703450e-01	2.086142e+00
1.000000000000000e+00	2.086142e+00
Step Information: Thresholdvoltage=2.073  (Step: 274/401)
0.000000000000000e+00	2.087142e+00
9.990485759703450e-01	2.087142e+00
1.000000000000000e+00	2.087142e+00
Step Information: Thresholdvoltage=2.074  (Step: 275/401)
0.000000000000000e+00	2.088142e+00
9.990485759703450e-01	2.088142e+00
1.000000000000000e+00	2.088142e+00
Step Information: Thresholdvoltage=2.075  (Step: 276/401)
0.000000000000000e+00	2.089142e+00
9.990485759703450e-01	2.089142e+00
1.000000000000000e+00	2.089142e+00
Step Information: Thresholdvoltage=2.076  (Step: 277/401)
0.000000000000000e+00	2.090142e+00
9.990485759703450e-01	2.090142e+00
1.000000000000000e+00	2.090142e+00
Step Information: Thresholdvoltage=2.077  (Step: 278/401)
0.000000000000000e+00	2.091142e+00
9.990485759703450e-01	2.091142e+00
1.000000000000000e+00	2.091142e+00
Step Information: Thresholdvoltage=2.078  (Step: 279/401)
0.000000000000000e+00	2.092142e+00
9.990485759703450e-01	2.092142e+00
1.000000000000000e+00	2.092142e+00
Step Information: Thresholdvoltage=2.079  (Step: 280/401)
0.000000000000000e+00	2.093142e+00
9.990485759703450e-01	2.093142e+00
1.000000000000000e+00	2.093142e+00
Step Information: Thresholdvoltage=2.08  (Step: 281/401)
0.000000000000000e+00	2.094142e+00
9.990485759703450e-01	2.094142e+00
1.000000000000000e+00	2.094142e+00
Step Information: Thresholdvoltage=2.081  (Step: 282/401)
0.000000000000000e+00	2.095142e+00
9.990485759703450e-01	2.095142e+00
1.000000000000000e+00	2.095142e+00
Step Information: Thresholdvoltage=2.082  (Step: 283/401)
0.000000000000000e+00	2.096142e+00
9.990485759703450e-01	2.096142e+00
1.000000000000000e+00	2.096142e+00
Step Information: Thresholdvoltage=2.083  (Step: 284/401)
0.000000000000000e+00	2.097142e+00
9.990485759703450e-01	2.097142e+00
1.000000000000000e+00	2.097142e+00
Step Information: Thresholdvoltage=2.084  (Step: 285/401)
0.000000000000000e+00	2.098142e+00
9.990485759703450e-01	2.098142e+00
1.000000000000000e+00	2.098142e+00
Step Information: Thresholdvoltage=2.085  (Step: 286/401)
0.000000000000000e+00	2.099142e+00
9.990485759703450e-01	2.099142e+00
1.000000000000000e+00	2.099142e+00
Step Information: Thresholdvoltage=2.086  (Step: 287/401)
0.000000000000000e+00	2.100142e+00
9.990485759703450e-01	2.100142e+00
1.000000000000000e+00	2.100142e+00
Step Information: Thresholdvoltage=2.087  (Step: 288/401)
0.000000000000000e+00	2.101142e+00
9.990485759703450e-01	2.101142e+00
1.000000000000000e+00	2.101142e+00
Step Information: Thresholdvoltage=2.088  (Step: 289/401)
0.000000000000000e+00	2.102142e+00
9.990485759703450e-01	2.102142e+00
1.000000000000000e+00	2.102142e+00
Step Information: Thresholdvoltage=2.089  (Step: 290/401)
0.000000000000000e+00	2.103142e+00
9.990485759703450e-01	2.103142e+00
1.000000000000000e+00	2.103142e+00
Step Information: Thresholdvoltage=2.09  (Step: 291/401)
0.000000000000000e+00	2.104142e+00
9.990485759703450e-01	2.104142e+00
1.000000000000000e+00	2.104142e+00
Step Information: Thresholdvoltage=2.091  (Step: 292/401)
0.000000000000000e+00	2.105142e+00
9.990485759703450e-01	2.105142e+00
1.000000000000000e+00	2.105142e+00
Step Information: Thresholdvoltage=2.092  (Step: 293/401)
0.000000000000000e+00	2.106142e+00
9.990485759703450e-01	2.106142e+00
1.000000000000000e+00	2.106142e+00
Step Information: Thresholdvoltage=2.093  (Step: 294/401)
0.000000000000000e+00	2.107142e+00
9.990485759703450e-01	2.107142e+00
1.000000000000000e+00	2.107142e+00
Step Information: Thresholdvoltage=2.094  (Step: 295/401)
0.000000000000000e+00	2.108142e+00
9.990485759703450e-01	2.108142e+00
1.000000000000000e+00	2.108142e+00
Step Information: Thresholdvoltage=2.095  (Step: 296/401)
0.000000000000000e+00	2.109142e+00
9.990485759703450e-01	2.109142e+00
1.000000000000000e+00	2.109142e+00
Step Information: Thresholdvoltage=2.096  (Step: 297/401)
0.000000000000000e+00	2.110142e+00
9.990485759703450e-01	2.110142e+00
1.000000000000000e+00	2.110142e+00
Step Information: Thresholdvoltage=2.097  (Step: 298/401)
0.000000000000000e+00	2.111142e+00
9.990485759703450e-01	2.111142e+00
1.000000000000000e+00	2.111142e+00
Step Information: Thresholdvoltage=2.098  (Step: 299/401)
0.000000000000000e+00	2.112142e+00
9.990485759703450e-01	2.112142e+00
1.000000000000000e+00	2.112142e+00
Step Information: Thresholdvoltage=2.099  (Step: 300/401)
0.000000000000000e+00	2.113142e+00
9.990485759703450e-01	2.113142e+00
1.000000000000000e+00	2.113142e+00
Step Information: Thresholdvoltage=2.1  (Step: 301/401)
0.000000000000000e+00	2.114142e+00
9.990485759703450e-01	2.114142e+00
1.000000000000000e+00	2.114142e+00
Step Information: Thresholdvoltage=2.101  (Step: 302/401)
0.000000000000000e+00	2.115142e+00
9.990485759703450e-01	2.115142e+00
1.000000000000000e+00	2.115142e+00
Step Information: Thresholdvoltage=2.102  (Step: 303/401)
0.000000000000000e+00	2.116142e+00
9.990485759703450e-01	2.116142e+00
1.000000000000000e+00	2.116142e+00
Step Information: Thresholdvoltage=2.103  (Step: 304/401)
0.000000000000000e+00	2.117142e+00
9.990485759703450e-01	2.117142e+00
1.000000000000000e+00	2.117142e+00
Step Information: Thresholdvoltage=2.104  (Step: 305/401)
0.000000000000000e+00	2.118142e+00
9.990485759703450e-01	2.118142e+00
1.000000000000000e+00	2.118142e+00
Step Information: Thresholdvoltage=2.105  (Step: 306/401)
0.000000000000000e+00	2.119142e+00
9.990485759703450e-01	2.119142e+00
1.000000000000000e+00	2.119142e+00
Step Information: Thresholdvoltage=2.106  (Step: 307/401)
0.000000000000000e+00	2.120142e+00
9.990485759703450e-01	2.120142e+00
1.000000000000000e+00	2.120142e+00
Step Information: Thresholdvoltage=2.107  (Step: 308/401)
0.000000000000000e+00	2.121142e+00
9.990485759703450e-01	2.121142e+00
1.000000000000000e+00	2.121142e+00
Step Information: Thresholdvoltage=2.108  (Step: 309/401)
0.000000000000000e+00	2.122142e+00
9.990485759703450e-01	2.122142e+00
1.000000000000000e+00	2.122142e+00
Step Information: Thresholdvoltage=2.109  (Step: 310/401)
0.000000000000000e+00	2.123142e+00
9.990485759703450e-01	2.123142e+00
1.000000000000000e+00	2.123142e+00
Step Information: Thresholdvoltage=2.11  (Step: 311/401)
0.000000000000000e+00	2.124142e+00
9.990485759703450e-01	2.124142e+00
1.000000000000000e+00	2.124142e+00
Step Information: Thresholdvoltage=2.111  (Step: 312/401)
0.000000000000000e+00	2.125142e+00
9.990485759703450e-01	2.125142e+00
1.000000000000000e+00	2.125142e+00
Step Information: Thresholdvoltage=2.112  (Step: 313/401)
0.000000000000000e+00	2.126142e+00
9.990485759703450e-01	2.126142e+00
1.000000000000000e+00	2.126142e+00
Step Information: Thresholdvoltage=2.113  (Step: 314/401)
0.000000000000000e+00	2.127142e+00
9.990485759703450e-01	2.127142e+00
1.000000000000000e+00	2.127142e+00
Step Information: Thresholdvoltage=2.114  (Step: 315/401)
0.000000000000000e+00	2.128142e+00
9.990485759703450e-01	2.128142e+00
1.000000000000000e+00	2.128142e+00
Step Information: Thresholdvoltage=2.115  (Step: 316/401)
0.000000000000000e+00	2.129142e+00
9.990485759703450e-01	2.129142e+00
1.000000000000000e+00	2.129142e+00
Step Information: Thresholdvoltage=2.116  (Step: 317/401)
0.000000000000000e+00	2.130142e+00
9.990485759703450e-01	2.130142e+00
1.000000000000000e+00	2.130142e+00
Step Information: Thresholdvoltage=2.117  (Step: 318/401)
0.000000000000000e+00	2.131142e+00
9.990485759703450e-01	2.131142e+00
1.000000000000000e+00	2.131142e+00
Step Information: Thresholdvoltage=2.118  (Step: 319/401)
0.000000000000000e+00	2.132142e+00
9.990485759703450e-01	2.132142e+00
1.000000000000000e+00	2.132142e+00
Step Information: Thresholdvoltage=2.119  (Step: 320/401)
0.000000000000000e+00	2.133142e+00
9.990485759703450e-01	2.133142e+00
1.000000000000000e+00	2.133142e+00
Step Information: Thresholdvoltage=2.12  (Step: 321/401)
0.000000000000000e+00	2.134142e+00
9.990485759703450e-01	2.134142e+00
1.000000000000000e+00	2.134142e+00
Step Information: Thresholdvoltage=2.121  (Step: 322/401)
0.000000000000000e+00	2.135142e+00
9.990485759703450e-01	2.135142e+00
1.000000000000000e+00	2.135142e+00
Step Information: Thresholdvoltage=2.122  (Step: 323/401)
0.000000000000000e+00	2.136142e+00
9.990485759703450e-01	2.136142e+00
1.000000000000000e+00	2.136142e+00
Step Information: Thresholdvoltage=2.123  (Step: 324/401)
0.000000000000000e+00	2.137142e+00
9.990485759703450e-01	2.137142e+00
1.000000000000000e+00	2.137142e+00
Step Information: Thresholdvoltage=2.124  (Step: 325/401)
0.000000000000000e+00	2.138142e+00
