Freq.	V(ref)	V(refref)
1.07151930523760e-001	(-1.76173722969566e+001dB,-2.97370397766565e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.09647819614318e-001	(-1.76674403982642e+001dB,-3.03085530392503e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.12201845430196e-001	(-1.77192567377445e+001dB,-3.08865589181463e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.14815362149687e-001	(-1.77728605332656e+001dB,-3.14708932602062e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.17489755493952e-001	(-1.78282903788537e+001dB,-3.20613796451691e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.20226443461740e-001	(-1.78855841339285e+001dB,-3.26578294000343e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.23026877081237e-001	(-1.79447788106534e+001dB,-3.32600416633450e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.25892541179416e-001	(-1.80059104599854e+001dB,-3.38678035014792e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.28824955169312e-001	(-1.80690140570530e+001dB,-3.44808900787296e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.31825673855640e-001	(-1.81341233865270e+001dB,-3.50990648825952e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.34896288259164e-001	(-1.82012709286920e+001dB,-3.57220800053035e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.38038426460287e-001	(-1.82704877469472e+001dB,-3.63496764821454e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.41253754462274e-001	(-1.83418033774947e+001dB,-3.69815846867393e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.44543977074592e-001	(-1.84152457219823e+001dB,-3.76175247828436e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.47910838816820e-001	(-1.84908409438791e+001dB,-3.82572072318257e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.51356124843620e-001	(-1.85686133693563e+001dB,-3.89003333543664e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.54881661891247e-001	(-1.86485853934348e+001dB,-3.95465959444466e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.58489319246110e-001	(-1.87307773921426e+001dB,-4.01956799331298e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.62181009735892e-001	(-1.88152076413883e+001dB,-4.08472630991348e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.65958690743755e-001	(-1.89018922432245e+001dB,-4.15010168226878e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.69824365246173e-001	(-1.89908450601172e+001dB,-4.21566068786686e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.73780082874936e-001	(-1.90820776577862e+001dB,-4.28136942646238e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.77827941003891e-001	(-1.91755992571102e+001dB,-4.34719360588204e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.81970085860997e-001	(-1.92714166955177e+001dB,-4.41309863031691e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.86208713666285e-001	(-1.93695343982075e+001dB,-4.47904969055498e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.90546071796323e-001	(-1.94699543594536e+001dB,-4.54501185558458e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.94984459975803e-001	(-1.95726761341616e+001dB,-4.61095016498293e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.99526231496886e-001	(-1.96776968397547e+001dB,-4.67682972149445e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.04173794466951e-001	(-1.97850111683700e+001dB,-4.74261578320149e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.08929613085402e-001	(-1.98946114092565e+001dB,-4.80827385469489e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.13796208950222e-001	(-2.00064874811751e+001dB,-4.87376977666359e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.18776162394954e-001	(-2.01206269745114e+001dB,-4.93906981334168e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.23872113856832e-001	(-2.02370152027306e+001dB,-5.00414073727615e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.29086765276776e-001	(-2.03556352627247e+001dB,-5.06894991091014e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.34422881531990e-001	(-2.04764681035319e+001dB,-5.13346536451323e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.39883291901947e-001	(-2.05994926028438e+001dB,-5.19765587003158e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.45470891568501e-001	(-2.07246856506613e+001dB,-5.26149101047642e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.51188643150956e-001	(-2.08520222394145e+001dB,-5.32494124451787e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.57039578276884e-001	(-2.09814755598226e+001dB,-5.38797796600242e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.63026799189536e-001	(-2.11130171017462e+001dB,-5.45057355816473e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.69153480392689e-001	(-2.12466167592632e+001dB,-5.51270144235787e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.75422870333815e-001	(-2.13822429391936e+001dB,-5.57433612117936e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.81838293126443e-001	(-2.15198626722976e+001dB,-5.63545321592254e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.88403150312658e-001	(-2.16594417263829e+001dB,-5.69602949833376e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.95120922666636e-001	(-2.18009447205723e+001dB,-5.75604291670422e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.01995172040199e-001	(-2.19443352400095e+001dB,-5.81547261637103e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.09029543251357e-001	(-2.20895759503122e+001dB,-5.87429895474458e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.16227766016835e-001	(-2.22366287111179e+001dB,-5.93250351101795e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.23593656929626e-001	(-2.23854546881111e+001dB,-5.99006909074903e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.31131121482589e-001	(-2.25360144629657e+001dB,-6.04697972553648e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.38844156139200e-001	(-2.26882681406863e+001dB,-6.10322066803699e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.46736850452529e-001	(-2.28421754538829e+001dB,-6.15877838259351e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.54813389233573e-001	(-2.29976958635659e+001dB,-6.21364053176138e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.63078054770098e-001	(-2.31547886561017e+001dB,-6.26779595903306e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.71535229097170e-001	(-2.33134130360221e+001dB,-6.32123466807159e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.80189396320558e-001	(-2.34735282144320e+001dB,-6.37394779876807e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.89045144994277e-001	(-2.36350934928114e+001dB,-6.42592760044122e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.98107170553494e-001	(-2.37980683420550e+001dB,-6.47716740249493e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.07380277804109e-001	(-2.39624124766398e+001dB,-6.52766158284635e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.16869383470332e-001	(-2.41280859238533e+001dB,-6.57740553442944e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.26579518801589e-001	(-2.42950490880571e+001dB,-6.62639563007005e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.36515832240162e-001	(-2.44632628099945e+001dB,-6.67462918601760e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.46683592150959e-001	(-2.46326884211885e+001dB,-6.72210442440495e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.57088189614871e-001	(-2.48032877935025e+001dB,-6.76882043489464e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.67735141287194e-001	(-2.49750233839665e+001dB,-6.81477713575373e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.78630092322634e-001	(-2.51478582749934e+001dB,-6.85997523458402e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.89778819368442e-001	(-2.53217562101291e+001dB,-6.90441618891766e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.01187233627268e-001	(-2.54966816254995e+001dB,-6.94810216687135e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.12861383991360e-001	(-2.56725996771299e+001dB,-6.99103600803583e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.24807460249768e-001	(-2.58494762643228e+001dB,-7.03322118476031e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.37031796370248e-001	(-2.60272780492909e+001dB,-7.07466176397549e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.49540873857620e-001	(-2.62059724732450e+001dB,-7.11536236968254e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.62341325190344e-001	(-2.63855277691433e+001dB,-7.15532814622038e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.75439937337152e-001	(-2.65659129713073e+001dB,-7.19456472240870e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.88843655355584e-001	(-2.67470979221128e+001dB,-7.23307817665013e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.02559586074352e-001	(-2.69290532759589e+001dB,-7.27087500306210e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.16595001861477e-001	(-2.71117505007185e+001dB,-7.30796207869607e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.30957344480188e-001	(-2.72951618768669e+001dB,-7.34434663189088e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.45654229034650e-001	(-2.74792604944810e+001dB,-7.38003621179570e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.60693448007590e-001	(-2.76640202482951e+001dB,-7.41503865908887e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.76082975391976e-001	(-2.78494158309916e+001dB,-7.44936207790954e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.91830970918930e-001	(-2.80354227249001e+001dB,-7.48301480901112e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.07945784384132e-001	(-2.82220171922664e+001dB,-7.51600540413825e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.24435960074984e-001	(-2.84091762642485e+001dB,-7.54834260162232e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.41310241300911e-001	(-2.85968777287867e+001dB,-7.58003530318510e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.58577575029177e-001	(-2.87851001174861e+001dB,-7.61109255193456e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.76247116628685e-001	(-2.89738226916425e+001dB,-7.64152351153280e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.94328234724274e-001	(-2.91630254275331e+001dB,-7.67133744651218e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.12830516164092e-001	(-2.93526890010868e+001dB,-7.70054370371237e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.31763771102663e-001	(-2.95427947720389e+001dB,-7.72915169480839e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.51138038202369e-001	(-2.97333247676678e+001dB,-7.75717087989759e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.70963589956073e-001	(-2.99242616662055e+001dB,-7.78461075211151e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.91250938133737e-001	(-3.01155887800032e+001dB,-7.81148082321746e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.12010839355901e-001	(-3.03072900385289e+001dB,-7.83779061017334e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.33254300796982e-001	(-3.04993499712656e+001dB,-7.86354962259879e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.54992586021427e-001	(-3.06917536905744e+001dB,-7.88876735112522e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.77237220955801e-001	(-3.08844868745774e+001dB,-7.91345325658719e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.99999999999990e-001	(-3.10775357501131e+001dB,-7.93761676001763e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.02329299228074e+000	(-3.12708870758103e+001dB,-7.96126723340980e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.04712854805089e+000	(-3.14645281253203e+001dB,-7.98441399120915e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.07151930523760e+000	(-3.16584466707447e+001dB,-8.00706628249916e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.09647819614317e+000	(-3.18526309662905e+001dB,-8.02923328384560e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.12201845430195e+000	(-3.20470697321800e+001dB,-8.05092409276479e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.14815362149687e+000	(-3.22417521388404e+001dB,-8.07214772178217e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.17489755493952e+000	(-3.24366677913925e+001dB,-8.09291309304870e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.20226443461740e+000	(-3.26318067144583e+001dB,-8.11322903348331e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.23026877081237e+000	(-3.28271593372993e+001dB,-8.13310427041116e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.25892541179415e+000	(-3.30227164793002e+001dB,-8.15254742766817e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.28824955169312e+000	(-3.32184693358050e+001dB,-8.17156702214369e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.31825673855639e+000	(-3.34144094643159e+001dB,-8.19017146073424e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.34896288259164e+000	(-3.36105287710566e+001dB,-8.20836903768242e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.38038426460287e+000	(-3.38068194979066e+001dB,-8.22616793227606e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.41253754462274e+000	(-3.40032742097077e+001dB,-8.24357620688429e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.44543977074591e+000	(-3.41998857819414e+001dB,-8.26060180530763e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.47910838816819e+000	(-3.43966473887787e+001dB,-8.27725255142098e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.51356124843619e+000	(-3.45935524914989e+001dB,-8.29353614808892e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.54881661891247e+000	(-3.47905948272747e+001dB,-8.30946017633421e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.58489319246110e+000	(-3.49877683983196e+001dB,-8.32503209474099e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.62181009735891e+000	(-3.51850674613928e+001dB,-8.34025923907552e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.65958690743754e+000	(-3.53824865176567e+001dB,-8.35514882210796e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.69824365246173e+000	(-3.55800203028797e+001dB,-8.36970793361980e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.73780082874936e+000	(-3.57776637779793e+001dB,-8.38394354058239e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.77827941003890e+000	(-3.59754121198980e+001dB,-8.39786248749268e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.81970085860996e+000	(-3.61732607128035e+001dB,-8.41147149685345e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.86208713666285e+000	(-3.63712051396084e+001dB,-8.42477716978561e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.90546071796323e+000	(-3.65692411737980e+001dB,-8.43778598676147e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.94984459975802e+000	(-3.67673647715618e+001dB,-8.45050430844793e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.99526231496886e+000	(-3.69655720642178e+001dB,-8.46293837664977e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.04173794466951e+000	(-3.71638593509230e+001dB,-8.47509431534356e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.08929613085402e+000	(-3.73622230916613e+001dB,-8.48697813179334e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.13796208950221e+000	(-3.75606599005009e+001dB,-8.49859571773987e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.18776162394953e+000	(-3.77591665391120e+001dB,-8.50995285065583e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.23872113856832e+000	(-3.79577399105387e+001dB,-8.52105519505962e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.29086765276775e+000	(-3.81563770532144e+001dB,-8.53190830388127e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.34422881531990e+000	(-3.83550751352146e+001dB,-8.54251761987411e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.39883291901946e+000	(-3.85538314487385e+001dB,-8.55288847706640e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.45470891568500e+000	(-3.87526434048120e+001dB,-8.56302610224764e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.51188643150955e+000	(-3.89515085282036e+001dB,-8.57293561648444e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.57039578276884e+000	(-3.91504244525469e+001dB,-8.58262203666136e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.63026799189535e+000	(-3.93493889156611e+001dB,-8.59209027704245e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.69153480392689e+000	(-3.95483997550641e+001dB,-8.60134515084952e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.75422870333814e+000	(-3.97474549036689e+001dB,-8.61039137185333e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.81838293126442e+000	(-3.99465523856587e+001dB,-8.61923355597454e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.88403150312657e+000	(-4.01456903125324e+001dB,-8.62787622289114e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.95120922666635e+000	(-4.03448668793155e+001dB,-8.63632379764944e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.01995172040198e+000	(-4.05440803609285e+001dB,-8.64458061227614e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.09029543251356e+000	(-4.07433291087084e+001dB,-8.65265090738895e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.16227766016834e+000	(-4.09426115470760e+001dB,-8.66053883380350e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.23593656929625e+000	(-4.11419261703443e+001dB,-8.66824845413464e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.31131121482587e+000	(-4.13412715396622e+001dB,-8.67578374439013e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.38844156139199e+000	(-4.15406462800871e+001dB,-8.68314859555512e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.46736850452528e+000	(-4.17400490777835e+001dB,-8.69034681516593e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.54813389233571e+000	(-4.19394786773402e+001dB,-8.69738212887154e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.63078054770097e+000	(-4.21389338792024e+001dB,-8.70425818198184e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.71535229097168e+000	(-4.23384135372150e+001dB,-8.71097854100124e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.80189396320557e+000	(-4.25379165562699e+001dB,-8.71754669514675e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.89045144994276e+000	(-4.27374418900564e+001dB,-8.72396605784968e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.98107170553492e+000	(-4.29369885389074e+001dB,-8.73023996823999e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.07380277804108e+000	(-4.31365555477392e+001dB,-8.73637169261277e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.16869383470330e+000	(-4.33361420040815e+001dB,-8.74236442587609e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.26579518801587e+000	(-4.35357470361911e+001dB,-8.74822129297972e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.36515832240161e+000	(-4.37353698112495e+001dB,-8.75394535032434e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.46683592150958e+000	(-4.39350095336378e+001dB,-8.75953958715061e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.57088189614869e+000	(-4.41346654432874e+001dB,-8.76500692690809e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.67735141287192e+000	(-4.43343368141026e+001dB,-8.77035022860343e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.78630092322632e+000	(-4.45340229524522e+001dB,-8.77557228812774e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.89778819368440e+000	(-4.47337231957274e+001dB,-8.78067583956308e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.01187233627266e+000	(-4.49334369109624e+001dB,-8.78566355646765e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.12861383991358e+000	(-4.51331634935164e+001dB,-8.79053805313994e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.24807460249766e+000	(-4.53329023658128e+001dB,-8.79530188586147e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.37031796370246e+000	(-4.55326529761344e+001dB,-8.79995755411840e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.49540873857618e+000	(-4.57324147974710e+001dB,-8.80450750180179e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.62341325190342e+000	(-4.59321873264189e+001dB,-8.80895411838671e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.75439937337150e+000	(-4.61319700821281e+001dB,-8.81329974009026e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
5.88843655355582e+000	(-4.63317626052961e+001dB,-8.81754665100851e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.02559586074350e+000	(-4.65315644572066e+001dB,-8.82169708423262e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.16595001861474e+000	(-4.67313752188104e+001dB,-8.82575322294417e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.30957344480185e+000	(-4.69311944898473e+001dB,-8.82971720148995e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.45654229034647e+000	(-4.71310218880063e+001dB,-8.83359110643633e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.60693448007587e+000	(-4.73308570481240e+001dB,-8.83737697760344e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.76082975391973e+000	(-4.75306996214178e+001dB,-8.84107680907934e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
6.91830970918928e+000	(-4.77305492747533e+001dB,-8.84469255021444e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.07945784384129e+000	(-4.79304056899445e+001dB,-8.84822610659638e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.24435960074981e+000	(-4.81302685630850e+001dB,-8.85167934100559e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.41310241300908e+000	(-4.83301376039089e+001dB,-8.85505407435176e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.58577575029174e+000	(-4.85300125351801e+001dB,-8.85835208659165e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.76247116628682e+000	(-4.87298930921091e+001dB,-8.86157511762816e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
7.94328234724271e+000	(-4.89297790217952e+001dB,-8.86472486819133e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.12830516164089e+000	(-4.91296700826941e+001dB,-8.86780300070117e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.31763771102660e+000	(-4.93295660441093e+001dB,-8.87081114011287e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.51138038202365e+000	(-4.95294666857054e+001dB,-8.87375087474453e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.70963589956069e+000	(-4.97293717970444e+001dB,-8.87662375708769e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
8.91250938133734e+000	(-4.99292811771413e+001dB,-8.87943130460102e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.12010839355898e+000	(-5.01291946340404e+001dB,-8.88217500048733e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.33254300796979e+000	(-5.03291119844108e+001dB,-8.88485629445432e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.54992586021423e+000	(-5.05290330531590e+001dB,-8.88747660345921e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.77237220955798e+000	(-5.07289576730595e+001dB,-8.89003731243769e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
9.99999999999987e+000	(-5.09288856844020e+001dB,-8.89253977501731e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.02329299228074e+001	(-5.11288169346539e+001dB,-8.89498531421569e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.04712854805089e+001	(-5.13287512781381e+001dB,-8.89737522312377e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.07151930523759e+001	(-5.15286885757258e+001dB,-8.89971076557448e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.09647819614317e+001	(-5.17286286945418e+001dB,-8.90199317679693e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.12201845430195e+001	(-5.19285715076842e+001dB,-8.90422366405660e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.14815362149687e+001	(-5.21285168939563e+001dB,-8.90640340728156e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.17489755493951e+001	(-5.23284647376099e+001dB,-8.90853355967524e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
