freq                    out                     ref
9.77237220955798e+000   -5.07289576730595e+001  -1.63908787108374e+001
9.99999999999987e+000   -5.09288856844020e+001  -1.63908787108374e+001
1.02329299228074e+001   -5.11288169346539e+001  -1.63908787108374e+001
1.04712854805089e+001   -5.13287512781381e+001  -1.63908787108374e+001
1.07151930523759e+001   -5.15286885757258e+001  -1.63908787108374e+001
1.09647819614317e+001   -5.17286286945418e+001  -1.63908787108374e+001
1.12201845430195e+001   -5.19285715076842e+001  -1.63908787108374e+001
1.14815362149687e+001   -5.21285168939563e+001  -1.63908787108374e+001
1.17489755493951e+001   -5.23284647376099e+001  -1.63908787108374e+001
1.20226443461740e+001   -5.25284149281011e+001  -1.63908787108374e+001
1.23026877081236e+001   -5.27283673598562e+001  -1.63908787108374e+001
1.25892541179415e+001   -5.29283219320486e+001  -1.63908787108374e+001
1.28824955169312e+001   -5.31282785483855e+001  -1.63908787108374e+001
1.31825673855639e+001   -5.33282371169044e+001  -1.63908787108374e+001
1.34896288259164e+001   -5.35281975497781e+001  -1.63908787108374e+001
1.38038426460287e+001   -5.37281597631293e+001  -1.63908787108374e+001
1.41253754462274e+001   -5.39281236768530e+001  -1.63908787108374e+001
1.44543977074591e+001   -5.41280892144467e+001  -1.63908787108374e+001
1.47910838816819e+001   -5.43280563028489e+001  -1.63908787108374e+001
1.51356124843619e+001   -5.45280248722842e+001  -1.63908787108374e+001
1.54881661891246e+001   -5.47279948561156e+001  -1.63908787108374e+001
1.58489319246109e+001   -5.49279661907035e+001  -1.63908787108374e+001
1.62181009735891e+001   -5.51279388152708e+001  -1.63908787108374e+001
1.65958690743754e+001   -5.53279126717745e+001  -1.63908787108374e+001
1.69824365246172e+001   -5.55278877047824e+001  -1.63908787108374e+001
1.73780082874935e+001   -5.57278638613561e+001  -1.63908787108374e+001
1.77827941003890e+001   -5.59278410909385e+001  -1.63908787108374e+001
1.81970085860996e+001   -5.61278193452471e+001  -1.63908787108374e+001
1.86208713666284e+001   -5.63277985781714e+001  -1.63908787108374e+001
1.90546071796322e+001   -5.65277787456753e+001  -1.63908787108374e+001
1.94984459975802e+001   -5.67277598057041e+001  -1.63908787108374e+001
1.99526231496885e+001   -5.69277417180949e+001  -1.63908787108374e+001
2.04173794466950e+001   -5.71277244444919e+001  -1.63908787108374e+001
2.08929613085401e+001   -5.73277079482649e+001  -1.63908787108374e+001
2.13796208950220e+001   -5.75276921944320e+001  -1.63908787108374e+001
2.18776162394952e+001   -5.77276771495850e+001  -1.63908787108374e+001
2.23872113856831e+001   -5.79276627818190e+001  -1.63908787108374e+001
2.29086765276774e+001   -5.81276490606647e+001  -1.63908787108374e+001
2.34422881531989e+001   -5.83276359570235e+001  -1.63908787108374e+001
2.39883291901946e+001   -5.85276234431064e+001  -1.63908787108374e+001
2.45470891568500e+001   -5.87276114923747e+001  -1.63908787108374e+001
2.51188643150954e+001   -5.89276000794839e+001  -1.63908787108374e+001
2.57039578276883e+001   -5.91275891802297e+001  -1.63908787108374e+001
2.63026799189534e+001   -5.93275787714973e+001  -1.63908787108374e+001
2.69153480392688e+001   -5.95275688312117e+001  -1.63908787108374e+001
2.75422870333813e+001   -5.97275593382914e+001  -1.63908787108374e+001
2.81838293126441e+001   -5.99275502726036e+001  -1.63908787108374e+001
2.88403150312656e+001   -6.01275416149212e+001  -1.63908787108374e+001
2.95120922666634e+001   -6.03275333468826e+001  -1.63908787108374e+001
3.01995172040197e+001   -6.05275254509524e+001  -1.63908787108374e+001
3.09029543251355e+001   -6.07275179103841e+001  -1.63908787108374e+001
3.16227766016833e+001   -6.09275107091852e+001  -1.63908787108374e+001
3.23593656929624e+001   -6.11275038320824e+001  -1.63908787108374e+001
3.31131121482586e+001   -6.13274972644900e+001  -1.63908787108374e+001
3.38844156139198e+001   -6.15274909924788e+001  -1.63908787108374e+001
3.46736850452527e+001   -6.17274850027461e+001  -1.63908787108374e+001
3.54813389233570e+001   -6.19274792825880e+001  -1.63908787108374e+001
3.63078054770096e+001   -6.21274738198724e+001  -1.63908787108374e+001
3.71535229097167e+001   -6.23274686030132e+001  -1.63908787108374e+001
3.80189396320556e+001   -6.25274636209454e+001  -1.63908787108374e+001
3.89045144994275e+001   -6.27274588631023e+001  -1.63908787108374e+001
3.98107170553491e+001   -6.29274543193925e+001  -1.63908787108374e+001
4.00000000000000e+001   -6.29686532356624e+001  -1.63908787108374e+001
