freq                    out                     ref
7.94328234724279e-003   -1.63986598488065e+001  -1.63908787108374e+001
8.12830516164097e-003   -1.63990262187678e+001  -1.63908787108374e+001
8.31763771102668e-003   -1.63994098220902e+001  -1.63908787108374e+001
8.51138038202373e-003   -1.63998114677677e+001  -1.63908787108374e+001
8.70963589956078e-003   -1.64002320026144e+001  -1.63908787108374e+001
8.91250938133742e-003   -1.64006723130171e+001  -1.63908787108374e+001
9.12010839355906e-003   -1.64011333267685e+001  -1.63908787108374e+001
9.33254300796988e-003   -1.64016160149827e+001  -1.63908787108374e+001
9.54992586021432e-003   -1.64021213940987e+001  -1.63908787108374e+001
9.77237220955807e-003   -1.64026505279736e+001  -1.63908787108374e+001
9.99999999999996e-003   -1.64032045300711e+001  -1.63908787108374e+001
1.02329299228075e-002   -1.64037845657480e+001  -1.63908787108374e+001
1.04712854805090e-002   -1.64043918546446e+001  -1.63908787108374e+001
1.07151930523760e-002   -1.64050276731815e+001  -1.63908787108374e+001
1.09647819614318e-002   -1.64056933571685e+001  -1.63908787108374e+001
1.12201845430196e-002   -1.64063903045305e+001  -1.63908787108374e+001
1.14815362149688e-002   -1.64071199781540e+001  -1.63908787108374e+001
1.17489755493952e-002   -1.64078839088609e+001  -1.63908787108374e+001
1.20226443461741e-002   -1.64086836985136e+001  -1.63908787108374e+001
1.23026877081238e-002   -1.64095210232576e+001  -1.63908787108374e+001
1.25892541179416e-002   -1.64103976369066e+001  -1.63908787108374e+001
1.28824955169313e-002   -1.64113153744760e+001  -1.63908787108374e+001
1.31825673855640e-002   -1.64122761558713e+001  -1.63908787108374e+001
1.34896288259165e-002   -1.64132819897369e+001  -1.63908787108374e+001
1.38038426460288e-002   -1.64143349774721e+001  -1.63908787108374e+001
1.41253754462275e-002   -1.64154373174201e+001  -1.63908787108374e+001
1.44543977074592e-002   -1.64165913092378e+001  -1.63908787108374e+001
1.47910838816820e-002   -1.64177993584525e+001  -1.63908787108374e+001
1.51356124843620e-002   -1.64190639812121e+001  -1.63908787108374e+001
1.54881661891247e-002   -1.64203878092378e+001  -1.63908787108374e+001
1.58489319246111e-002   -1.64217735949842e+001  -1.63908787108374e+001
1.62181009735892e-002   -1.64232242170172e+001  -1.63908787108374e+001
1.65958690743755e-002   -1.64247426856141e+001  -1.63908787108374e+001
1.69824365246174e-002   -1.64263321485967e+001  -1.63908787108374e+001
1.73780082874937e-002   -1.64279958974041e+001  -1.63908787108374e+001
1.77827941003891e-002   -1.64297373734123e+001  -1.63908787108374e+001
1.81970085860997e-002   -1.64315601745105e+001  -1.63908787108374e+001
1.86208713666286e-002   -1.64334680619410e+001  -1.63908787108374e+001
1.90546071796324e-002   -1.64354649674120e+001  -1.63908787108374e+001
1.94984459975804e-002   -1.64375550004900e+001  -1.63908787108374e+001
1.99526231496887e-002   -1.64397424562816e+001  -1.63908787108374e+001
2.04173794466952e-002   -1.64420318234119e+001  -1.63908787108374e+001
2.08929613085403e-002   -1.64444277923079e+001  -1.63908787108374e+001
2.13796208950222e-002   -1.64469352637951e+001  -1.63908787108374e+001
2.18776162394954e-002   -1.64495593580139e+001  -1.63908787108374e+001
2.23872113856833e-002   -1.64523054236648e+001  -1.63908787108374e+001
2.29086765276776e-002   -1.64551790475886e+001  -1.63908787108374e+001
2.34422881531991e-002   -1.64581860646889e+001  -1.63908787108374e+001
2.39883291901948e-002   -1.64613325682021e+001  -1.63908787108374e+001
2.45470891568502e-002   -1.64646249203228e+001  -1.63908787108374e+001
2.51188643150957e-002   -1.64680697631880e+001  -1.63908787108374e+001
2.57039578276885e-002   -1.64716740302251e+001  -1.63908787108374e+001
2.63026799189537e-002   -1.64754449578671e+001  -1.63908787108374e+001
2.69153480392690e-002   -1.64793900976394e+001  -1.63908787108374e+001
2.75422870333815e-002   -1.64835173286163e+001  -1.63908787108374e+001
2.81838293126444e-002   -1.64878348702518e+001  -1.63908787108374e+001
2.88403150312659e-002   -1.64923512955800e+001  -1.63908787108374e+001
2.95120922666637e-002   -1.64970755447855e+001  -1.63908787108374e+001
3.01995172040200e-002   -1.65020169391376e+001  -1.63908787108374e+001
3.09029543251357e-002   -1.65071851952839e+001  -1.63908787108374e+001
3.16227766016836e-002   -1.65125904398934e+001  -1.63908787108374e+001
3.23593656929626e-002   -1.65182432246407e+001  -1.63908787108374e+001
3.31131121482589e-002   -1.65241545415164e+001  -1.63908787108374e+001
3.38844156139201e-002   -1.65303358384500e+001  -1.63908787108374e+001
3.46736850452530e-002   -1.65367990352242e+001  -1.63908787108374e+001
3.54813389233573e-002   -1.65435565396620e+001  -1.63908787108374e+001
3.63078054770099e-002   -1.65506212640569e+001  -1.63908787108374e+001
3.71535229097170e-002   -1.65580066418212e+001  -1.63908787108374e+001
3.80189396320559e-002   -1.65657266443154e+001  -1.63908787108374e+001
3.89045144994278e-002   -1.65737957978228e+001  -1.63908787108374e+001
3.98107170553495e-002   -1.65822292006264e+001  -1.63908787108374e+001
4.07380277804110e-002   -1.65910425401386e+001  -1.63908787108374e+001
4.16869383470333e-002   -1.66002521100333e+001  -1.63908787108374e+001
4.26579518801590e-002   -1.66098748273182e+001  -1.63908787108374e+001
4.36515832240163e-002   -1.66199282492848e+001  -1.63908787108374e+001
4.46683592150960e-002   -1.66304305902623e+001  -1.63908787108374e+001
4.57088189614872e-002   -1.66414007380982e+001  -1.63908787108374e+001
4.67735141287195e-002   -1.66528582702802e+001  -1.63908787108374e+001
4.78630092322635e-002   -1.66648234696046e+001  -1.63908787108374e+001
4.89778819368443e-002   -1.66773173392931e+001  -1.63908787108374e+001
5.01187233627269e-002   -1.66903616174469e+001  -1.63908787108374e+001
5.12861383991362e-002   -1.67039787907232e+001  -1.63908787108374e+001
5.24807460249769e-002   -1.67181921071078e+001  -1.63908787108374e+001
5.37031796370249e-002   -1.67330255876511e+001  -1.63908787108374e+001
5.49540873857621e-002   -1.67485040370249e+001  -1.63908787108374e+001
5.62341325190346e-002   -1.67646530527503e+001  -1.63908787108374e+001
5.75439937337153e-002   -1.67814990329377e+001  -1.63908787108374e+001
5.88843655355585e-002   -1.67990691823719e+001  -1.63908787108374e+001
6.02559586074354e-002   -1.68173915167689e+001  -1.63908787108374e+001
6.16595001861478e-002   -1.68364948650217e+001  -1.63908787108374e+001
6.30957344480189e-002   -1.68564088692474e+001  -1.63908787108374e+001
6.45654229034651e-002   -1.68771639824408e+001  -1.63908787108374e+001
6.60693448007592e-002   -1.68987914635362e+001  -1.63908787108374e+001
6.76082975391978e-002   -1.69213233696732e+001  -1.63908787108374e+001
6.91830970918932e-002   -1.69447925454621e+001  -1.63908787108374e+001
7.07945784384133e-002   -1.69692326090399e+001  -1.63908787108374e+001
7.24435960074985e-002   -1.69946779347135e+001  -1.63908787108374e+001
7.41310241300913e-002   -1.70211636319833e+001  -1.63908787108374e+001
7.58577575029179e-002   -1.70487255207498e+001  -1.63908787108374e+001
7.76247116628687e-002   -1.70774001025098e+001  -1.63908787108374e+001
7.94328234724276e-002   -1.71072245273590e+001  -1.63908787108374e+001
8.12830516164094e-002   -1.71382365566310e+001  -1.63908787108374e+001
8.31763771102666e-002   -1.71704745210148e+001  -1.63908787108374e+001
8.51138038202371e-002   -1.72039772740152e+001  -1.63908787108374e+001
8.70963589956075e-002   -1.72387841406372e+001  -1.63908787108374e+001
8.91250938133740e-002   -1.72749348612048e+001  -1.63908787108374e+001
9.12010839355904e-002   -1.73124695302486e+001  -1.63908787108374e+001
9.33254300796985e-002   -1.73514285304305e+001  -1.63908787108374e+001
9.54992586021430e-002   -1.73918524615087e+001  -1.63908787108374e+001
9.77237220955804e-002   -1.74337820643826e+001  -1.63908787108374e+001
9.99999999999993e-002   -1.74772581403010e+001  -1.63908787108374e+001
1.02329299228075e-001   -1.75223214653591e+001  -1.63908787108374e+001
1.04712854805089e-001   -1.75690127004593e+001  -1.63908787108374e+001
1.07151930523760e-001   -1.76173722969566e+001  -1.63908787108374e+001
1.09647819614318e-001   -1.76674403982642e+001  -1.63908787108374e+001
1.12201845430196e-001   -1.77192567377445e+001  -1.63908787108374e+001
1.14815362149687e-001   -1.77728605332656e+001  -1.63908787108374e+001
1.17489755493952e-001   -1.78282903788537e+001  -1.63908787108374e+001
1.20226443461740e-001   -1.78855841339285e+001  -1.63908787108374e+001
1.23026877081237e-001   -1.79447788106534e+001  -1.63908787108374e+001
1.25892541179416e-001   -1.80059104599854e+001  -1.63908787108374e+001
1.28824955169312e-001   -1.80690140570530e+001  -1.63908787108374e+001
1.31825673855640e-001   -1.81341233865270e+001  -1.63908787108374e+001
1.34896288259164e-001   -1.82012709286920e+001  -1.63908787108374e+001
1.38038426460287e-001   -1.82704877469472e+001  -1.63908787108374e+001
1.41253754462274e-001   -1.83418033774947e+001  -1.63908787108374e+001
1.44543977074592e-001   -1.84152457219823e+001  -1.63908787108374e+001
1.47910838816820e-001   -1.84908409438791e+001  -1.63908787108374e+001
1.51356124843620e-001   -1.85686133693563e+001  -1.63908787108374e+001
1.54881661891247e-001   -1.86485853934348e+001  -1.63908787108374e+001
1.58489319246110e-001   -1.87307773921426e+001  -1.63908787108374e+001
1.62181009735892e-001   -1.88152076413883e+001  -1.63908787108374e+001
1.65958690743755e-001   -1.89018922432245e+001  -1.63908787108374e+001
1.69824365246173e-001   -1.89908450601172e+001  -1.63908787108374e+001
1.73780082874936e-001   -1.90820776577862e+001  -1.63908787108374e+001
1.77827941003891e-001   -1.91755992571102e+001  -1.63908787108374e+001
1.81970085860997e-001   -1.92714166955177e+001  -1.63908787108374e+001
1.86208713666285e-001   -1.93695343982075e+001  -1.63908787108374e+001
1.90546071796323e-001   -1.94699543594536e+001  -1.63908787108374e+001
1.94984459975803e-001   -1.95726761341616e+001  -1.63908787108374e+001
1.99526231496886e-001   -1.96776968397547e+001  -1.63908787108374e+001
2.04173794466951e-001   -1.97850111683700e+001  -1.63908787108374e+001
2.08929613085402e-001   -1.98946114092565e+001  -1.63908787108374e+001
2.13796208950222e-001   -2.00064874811751e+001  -1.63908787108374e+001
2.18776162394954e-001   -2.01206269745114e+001  -1.63908787108374e+001
2.23872113856832e-001   -2.02370152027306e+001  -1.63908787108374e+001
2.29086765276776e-001   -2.03556352627247e+001  -1.63908787108374e+001
2.34422881531990e-001   -2.04764681035319e+001  -1.63908787108374e+001
2.39883291901947e-001   -2.05994926028438e+001  -1.63908787108374e+001
2.45470891568501e-001   -2.07246856506613e+001  -1.63908787108374e+001
2.51188643150956e-001   -2.08520222394145e+001  -1.63908787108374e+001
2.57039578276884e-001   -2.09814755598226e+001  -1.63908787108374e+001
2.63026799189536e-001   -2.11130171017462e+001  -1.63908787108374e+001
2.69153480392689e-001   -2.12466167592632e+001  -1.63908787108374e+001
2.75422870333815e-001   -2.13822429391936e+001  -1.63908787108374e+001
2.81838293126443e-001   -2.15198626722976e+001  -1.63908787108374e+001
2.88403150312658e-001   -2.16594417263829e+001  -1.63908787108374e+001
2.95120922666636e-001   -2.18009447205723e+001  -1.63908787108374e+001
3.01995172040199e-001   -2.19443352400095e+001  -1.63908787108374e+001
3.09029543251357e-001   -2.20895759503122e+001  -1.63908787108374e+001
3.16227766016835e-001   -2.22366287111179e+001  -1.63908787108374e+001
3.23593656929626e-001   -2.23854546881111e+001  -1.63908787108374e+001
3.31131121482589e-001   -2.25360144629657e+001  -1.63908787108374e+001
3.38844156139200e-001   -2.26882681406863e+001  -1.63908787108374e+001
3.46736850452529e-001   -2.28421754538829e+001  -1.63908787108374e+001
3.54813389233573e-001   -2.29976958635659e+001  -1.63908787108374e+001
3.63078054770098e-001   -2.31547886561017e+001  -1.63908787108374e+001
3.71535229097170e-001   -2.33134130360221e+001  -1.63908787108374e+001
3.80189396320558e-001   -2.34735282144320e+001  -1.63908787108374e+001
3.89045144994277e-001   -2.36350934928114e+001  -1.63908787108374e+001
3.98107170553494e-001   -2.37980683420550e+001  -1.63908787108374e+001
4.07380277804109e-001   -2.39624124766398e+001  -1.63908787108374e+001
4.16869383470332e-001   -2.41280859238533e+001  -1.63908787108374e+001
4.26579518801589e-001   -2.42950490880571e+001  -1.63908787108374e+001
4.36515832240162e-001   -2.44632628099945e+001  -1.63908787108374e+001
4.46683592150959e-001   -2.46326884211885e+001  -1.63908787108374e+001
4.57088189614871e-001   -2.48032877935025e+001  -1.63908787108374e+001
4.67735141287194e-001   -2.49750233839665e+001  -1.63908787108374e+001
4.78630092322634e-001   -2.51478582749934e+001  -1.63908787108374e+001
4.89778819368442e-001   -2.53217562101291e+001  -1.63908787108374e+001
5.01187233627268e-001   -2.54966816254995e+001  -1.63908787108374e+001
5.12861383991360e-001   -2.56725996771299e+001  -1.63908787108374e+001
5.24807460249768e-001   -2.58494762643228e+001  -1.63908787108374e+001
5.37031796370248e-001   -2.60272780492909e+001  -1.63908787108374e+001
5.49540873857620e-001   -2.62059724732450e+001  -1.63908787108374e+001
5.62341325190344e-001   -2.63855277691433e+001  -1.63908787108374e+001
5.75439937337152e-001   -2.65659129713073e+001  -1.63908787108374e+001
5.88843655355584e-001   -2.67470979221128e+001  -1.63908787108374e+001
6.02559586074352e-001   -2.69290532759589e+001  -1.63908787108374e+001
6.16595001861477e-001   -2.71117505007185e+001  -1.63908787108374e+001
6.30957344480188e-001   -2.72951618768669e+001  -1.63908787108374e+001
6.45654229034650e-001   -2.74792604944810e+001  -1.63908787108374e+001
6.60693448007590e-001   -2.76640202482951e+001  -1.63908787108374e+001
6.76082975391976e-001   -2.78494158309916e+001  -1.63908787108374e+001
6.91830970918930e-001   -2.80354227249001e+001  -1.63908787108374e+001
7.07945784384132e-001   -2.82220171922664e+001  -1.63908787108374e+001
7.24435960074984e-001   -2.84091762642485e+001  -1.63908787108374e+001
7.41310241300911e-001   -2.85968777287867e+001  -1.63908787108374e+001
7.58577575029177e-001   -2.87851001174861e+001  -1.63908787108374e+001
7.76247116628685e-001   -2.89738226916425e+001  -1.63908787108374e+001
7.94328234724274e-001   -2.91630254275331e+001  -1.63908787108374e+001
8.12830516164092e-001   -2.93526890010868e+001  -1.63908787108374e+001
8.31763771102663e-001   -2.95427947720389e+001  -1.63908787108374e+001
8.51138038202369e-001   -2.97333247676678e+001  -1.63908787108374e+001
8.70963589956073e-001   -2.99242616662055e+001  -1.63908787108374e+001
8.91250938133737e-001   -3.01155887800032e+001  -1.63908787108374e+001
9.12010839355901e-001   -3.03072900385289e+001  -1.63908787108374e+001
9.33254300796982e-001   -3.04993499712656e+001  -1.63908787108374e+001
9.54992586021427e-001   -3.06917536905744e+001  -1.63908787108374e+001
9.77237220955801e-001   -3.08844868745774e+001  -1.63908787108374e+001
9.99999999999990e-001   -3.10775357501131e+001  -1.63908787108374e+001
1.02329299228074e+000   -3.12708870758103e+001  -1.63908787108374e+001
1.04712854805089e+000   -3.14645281253203e+001  -1.63908787108374e+001
1.07151930523760e+000   -3.16584466707447e+001  -1.63908787108374e+001
1.09647819614317e+000   -3.18526309662905e+001  -1.63908787108374e+001
1.12201845430195e+000   -3.20470697321800e+001  -1.63908787108374e+001
1.14815362149687e+000   -3.22417521388404e+001  -1.63908787108374e+001
1.17489755493952e+000   -3.24366677913925e+001  -1.63908787108374e+001
1.20226443461740e+000   -3.26318067144583e+001  -1.63908787108374e+001
1.23026877081237e+000   -3.28271593372993e+001  -1.63908787108374e+001
1.25892541179415e+000   -3.30227164793002e+001  -1.63908787108374e+001
1.28824955169312e+000   -3.32184693358050e+001  -1.63908787108374e+001
1.31825673855639e+000   -3.34144094643159e+001  -1.63908787108374e+001
1.34896288259164e+000   -3.36105287710566e+001  -1.63908787108374e+001
1.38038426460287e+000   -3.38068194979066e+001  -1.63908787108374e+001
1.41253754462274e+000   -3.40032742097077e+001  -1.63908787108374e+001
1.44543977074591e+000   -3.41998857819414e+001  -1.63908787108374e+001
1.47910838816819e+000   -3.43966473887787e+001  -1.63908787108374e+001
1.51356124843619e+000   -3.45935524914989e+001  -1.63908787108374e+001
1.54881661891247e+000   -3.47905948272747e+001  -1.63908787108374e+001
1.58489319246110e+000   -3.49877683983196e+001  -1.63908787108374e+001
1.62181009735891e+000   -3.51850674613928e+001  -1.63908787108374e+001
1.65958690743754e+000   -3.53824865176567e+001  -1.63908787108374e+001
1.69824365246173e+000   -3.55800203028797e+001  -1.63908787108374e+001
1.73780082874936e+000   -3.57776637779793e+001  -1.63908787108374e+001
1.77827941003890e+000   -3.59754121198980e+001  -1.63908787108374e+001
1.81970085860996e+000   -3.61732607128035e+001  -1.63908787108374e+001
1.86208713666285e+000   -3.63712051396084e+001  -1.63908787108374e+001
1.90546071796323e+000   -3.65692411737980e+001  -1.63908787108374e+001
1.94984459975802e+000   -3.67673647715618e+001  -1.63908787108374e+001
1.99526231496886e+000   -3.69655720642178e+001  -1.63908787108374e+001
2.04173794466951e+000   -3.71638593509230e+001  -1.63908787108374e+001
2.08929613085402e+000   -3.73622230916613e+001  -1.63908787108374e+001
2.13796208950221e+000   -3.75606599005009e+001  -1.63908787108374e+001
2.18776162394953e+000   -3.77591665391120e+001  -1.63908787108374e+001
2.23872113856832e+000   -3.79577399105387e+001  -1.63908787108374e+001
2.29086765276775e+000   -3.81563770532144e+001  -1.63908787108374e+001
2.34422881531990e+000   -3.83550751352146e+001  -1.63908787108374e+001
2.39883291901946e+000   -3.85538314487385e+001  -1.63908787108374e+001
2.45470891568500e+000   -3.87526434048120e+001  -1.63908787108374e+001
2.51188643150955e+000   -3.89515085282036e+001  -1.63908787108374e+001
2.57039578276884e+000   -3.91504244525469e+001  -1.63908787108374e+001
2.63026799189535e+000   -3.93493889156611e+001  -1.63908787108374e+001
2.69153480392689e+000   -3.95483997550641e+001  -1.63908787108374e+001
2.75422870333814e+000   -3.97474549036689e+001  -1.63908787108374e+001
2.81838293126442e+000   -3.99465523856587e+001  -1.63908787108374e+001
2.88403150312657e+000   -4.01456903125324e+001  -1.63908787108374e+001
2.95120922666635e+000   -4.03448668793155e+001  -1.63908787108374e+001
3.01995172040198e+000   -4.05440803609285e+001  -1.63908787108374e+001
3.09029543251356e+000   -4.07433291087084e+001  -1.63908787108374e+001
3.16227766016834e+000   -4.09426115470760e+001  -1.63908787108374e+001
3.23593656929625e+000   -4.11419261703443e+001  -1.63908787108374e+001
3.31131121482587e+000   -4.13412715396622e+001  -1.63908787108374e+001
3.38844156139199e+000   -4.15406462800871e+001  -1.63908787108374e+001
3.46736850452528e+000   -4.17400490777835e+001  -1.63908787108374e+001
3.54813389233571e+000   -4.19394786773402e+001  -1.63908787108374e+001
3.63078054770097e+000   -4.21389338792024e+001  -1.63908787108374e+001
3.71535229097168e+000   -4.23384135372150e+001  -1.63908787108374e+001
3.80189396320557e+000   -4.25379165562699e+001  -1.63908787108374e+001
3.89045144994276e+000   -4.27374418900564e+001  -1.63908787108374e+001
3.98107170553492e+000   -4.29369885389074e+001  -1.63908787108374e+001
4.07380277804108e+000   -4.31365555477392e+001  -1.63908787108374e+001
4.16869383470330e+000   -4.33361420040815e+001  -1.63908787108374e+001
4.26579518801587e+000   -4.35357470361911e+001  -1.63908787108374e+001
4.36515832240161e+000   -4.37353698112495e+001  -1.63908787108374e+001
4.46683592150958e+000   -4.39350095336378e+001  -1.63908787108374e+001
4.57088189614869e+000   -4.41346654432874e+001  -1.63908787108374e+001
4.67735141287192e+000   -4.43343368141026e+001  -1.63908787108374e+001
4.78630092322632e+000   -4.45340229524522e+001  -1.63908787108374e+001
4.89778819368440e+000   -4.47337231957274e+001  -1.63908787108374e+001
5.01187233627266e+000   -4.49334369109624e+001  -1.63908787108374e+001
5.12861383991358e+000   -4.51331634935164e+001  -1.63908787108374e+001
5.24807460249766e+000   -4.53329023658128e+001  -1.63908787108374e+001
5.37031796370246e+000   -4.55326529761344e+001  -1.63908787108374e+001
5.49540873857618e+000   -4.57324147974710e+001  -1.63908787108374e+001
5.62341325190342e+000   -4.59321873264189e+001  -1.63908787108374e+001
5.75439937337150e+000   -4.61319700821281e+001  -1.63908787108374e+001
5.88843655355582e+000   -4.63317626052961e+001  -1.63908787108374e+001
6.02559586074350e+000   -4.65315644572066e+001  -1.63908787108374e+001
6.16595001861474e+000   -4.67313752188104e+001  -1.63908787108374e+001
6.30957344480185e+000   -4.69311944898473e+001  -1.63908787108374e+001
6.45654229034647e+000   -4.71310218880063e+001  -1.63908787108374e+001
6.60693448007587e+000   -4.73308570481240e+001  -1.63908787108374e+001
6.76082975391973e+000   -4.75306996214178e+001  -1.63908787108374e+001
6.91830970918928e+000   -4.77305492747533e+001  -1.63908787108374e+001
7.07945784384129e+000   -4.79304056899445e+001  -1.63908787108374e+001
7.24435960074981e+000   -4.81302685630850e+001  -1.63908787108374e+001
7.41310241300908e+000   -4.83301376039089e+001  -1.63908787108374e+001
7.58577575029174e+000   -4.85300125351801e+001  -1.63908787108374e+001
7.76247116628682e+000   -4.87298930921091e+001  -1.63908787108374e+001
7.94328234724271e+000   -4.89297790217952e+001  -1.63908787108374e+001
8.12830516164089e+000   -4.91296700826941e+001  -1.63908787108374e+001
8.31763771102660e+000   -4.93295660441093e+001  -1.63908787108374e+001
8.51138038202365e+000   -4.95294666857054e+001  -1.63908787108374e+001
8.70963589956069e+000   -4.97293717970444e+001  -1.63908787108374e+001
8.91250938133734e+000   -4.99292811771413e+001  -1.63908787108374e+001
9.12010839355898e+000   -5.01291946340404e+001  -1.63908787108374e+001
9.33254300796979e+000   -5.03291119844108e+001  -1.63908787108374e+001
9.54992586021423e+000   -5.05290330531590e+001  -1.63908787108374e+001
